date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,KD落入20以下,出現黃金交叉,趨勢向上非鈍化,新手投資建議
2022-07-12,47.35,11644377,-3503.0,397.0,-307.0,-3413.0,,11.15,12.88,True,False,False,⭐ 弱勢反彈
2022-07-13,49.0,13016964,1914.0,140.0,562.0,2616.0,,22.66,16.14,True,True,False,⭐⭐ 偏多觀察
2022-07-14,49.85,8235519,-596.0,278.0,370.0,52.0,,37.33,23.2,False,False,False,❌ 空頭或無訊號
2022-07-15,51.4,12589746,3328.0,14.0,324.0,3666.0,,56.72,34.38,False,False,False,❌ 空頭或無訊號
2022-07-18,54.2,22604685,5304.0,-1591.0,193.0,3906.0,,68.94,45.9,False,False,False,❌ 空頭或無訊號
2022-07-19,53.0,11994055,-1263.0,-1537.0,-36.0,-2836.0,,71.79,54.53,False,False,False,❌ 空頭或無訊號
2022-07-20,53.4,14376081,2017.0,-1525.0,-262.0,230.0,,75.45,61.5,False,False,False,❌ 空頭或無訊號
2022-07-21,54.3,7534937,2322.0,-1640.0,151.0,832.0,,81.87,68.29,False,False,False,❌ 空頭或無訊號
2022-07-22,53.7,14169515,-434.0,-1691.0,-142.0,-2267.0,,83.5,73.36,False,False,False,❌ 空頭或無訊號
2022-07-25,52.7,7968106,593.0,140.0,-35.0,697.0,,78.58,75.1,False,False,False,❌ 空頭或無訊號
2022-07-26,52.5,5983337,177.0,251.0,-24.0,404.0,,74.26,74.82,False,False,False,❌ 空頭或無訊號
2022-07-27,52.6,4819016,-641.0,141.0,76.0,-424.0,,69.76,73.13,False,False,False,❌ 空頭或無訊號
2022-07-28,52.5,4795114,-283.0,198.0,-60.0,-145.0,,56.92,67.73,False,False,False,❌ 空頭或無訊號
2022-07-29,52.3,5806670,-1254.0,148.0,117.0,-989.0,,43.08,59.51,False,False,False,❌ 空頭或無訊號
2022-08-01,52.2,6018456,-587.0,260.0,-60.0,-387.0,,36.5,51.84,False,False,False,❌ 空頭或無訊號
2022-08-02,50.4,9674287,-3157.0,547.0,44.0,-2566.0,,27.29,43.66,False,False,False,❌ 空頭或無訊號
2022-08-03,51.2,8859214,-855.0,2188.0,79.0,1412.0,,27.72,38.34,False,False,False,❌ 空頭或無訊號
2022-08-04,51.0,6898118,-1823.0,1810.0,-162.0,-175.0,,29.23,35.31,False,False,False,❌ 空頭或無訊號
2022-08-05,53.2,8751460,2877.0,484.0,292.0,3653.0,,49.96,40.19,False,True,False,⭐ 弱勢反彈
2022-08-08,53.1,5914275,-715.0,568.0,-94.0,-241.0,,62.83,47.74,False,False,False,❌ 空頭或無訊號
2022-08-09,52.9,4995316,-822.0,959.0,-110.0,28.0,,69.51,55.0,False,False,False,❌ 空頭或無訊號
2022-08-10,51.6,7423879,-2623.0,514.0,-385.0,-2494.0,,61.58,57.19,False,False,False,❌ 空頭或無訊號
